n_gen|n_ind|mutate_rate,it,gen,best
50|20|0.01,1,36,291.0
50|20|0.01,1,37,291.0
50|20|0.01,1,38,291.0
50|20|0.01,1,39,291.0
50|20|0.01,1,40,291.0
50|20|0.01,1,41,291.0
50|20|0.01,1,42,291.0
50|20|0.01,1,43,291.0
50|20|0.01,1,44,291.0
50|20|0.01,1,45,291.0
50|20|0.01,1,46,291.0
50|20|0.01,1,47,291.0
50|20|0.01,1,48,291.0
50|20|0.01,1,49,291.0
50|20|0.01,2,0,291.0
50|20|0.01,2,1,291.0
50|20|0.01,2,2,291.0
50|20|0.01,2,3,291.0
50|20|0.01,2,4,291.0
50|20|0.01,2,5,291.0
50|20|0.01,2,6,291.0
50|20|0.01,2,7,291.0
50|20|0.01,2,8,291.0
50|20|0.01,2,9,291.0
50|20|0.01,2,10,291.0
50|20|0.01,2,11,291.0
50|20|0.01,2,12,291.0
50|20|0.01,2,13,291.0
50|20|0.01,2,14,291.0
50|20|0.01,2,15,291.0
50|20|0.01,2,16,291.0
50|20|0.01,2,17,291.0
50|20|0.01,2,18,291.0
50|20|0.01,2,19,291.0
50|20|0.01,2,20,291.0
50|20|0.01,2,21,291.0
50|20|0.01,2,22,291.0
50|20|0.01,2,23,291.0
50|20|0.01,2,24,291.0
50|20|0.01,2,25,291.0
50|20|0.01,2,26,291.0
50|20|0.01,2,27,291.0
50|20|0.01,2,28,291.0
50|20|0.01,2,29,291.0
50|20|0.01,2,30,291.0
50|20|0.01,2,31,291.0
50|20|0.01,2,32,291.0
50|20|0.01,2,33,291.0
50|20|0.01,2,34,291.0
50|20|0.01,2,35,291.0
50|20|0.01,2,36,291.0
50|20|0.01,2,37,291.0
50|20|0.01,2,38,291.0
50|20|0.01,2,39,291.0
50|20|0.01,2,40,291.0
50|20|0.01,2,41,291.0
50|20|0.01,2,42,291.0
50|20|0.01,2,43,291.0
50|20|0.01,2,44,291.0
50|20|0.01,2,45,291.0
50|20|0.01,2,46,291.0
50|20|0.01,2,47,291.0
50|20|0.01,2,48,291.0
50|20|0.01,2,49,291.0
50|20|0.01,3,0,299.0
50|20|0.01,3,1,299.0
50|20|0.01,3,2,299.0
50|20|0.01,3,3,299.0
50|20|0.01,3,4,299.0
50|20|0.01,3,5,299.0
50|20|0.01,3,6,299.0
50|20|0.01,3,7,299.0
50|20|0.01,3,8,299.0
50|20|0.01,3,9,299.0
50|20|0.01,3,10,299.0
50|20|0.01,3,11,299.0
50|20|0.01,3,12,299.0
50|20|0.01,3,13,299.0
50|20|0.01,3,14,299.0
50|20|0.01,3,15,299.0
50|20|0.01,3,16,299.0
50|20|0.01,3,17,299.0
50|20|0.01,3,18,299.0
50|20|0.01,3,19,299.0
50|20|0.01,3,20,299.0
50|20|0.01,3,21,299.0
50|20|0.01,3,22,299.0
50|20|0.01,3,23,299.0
50|20|0.01,3,24,299.0
50|20|0.01,3,25,299.0
50|20|0.01,3,26,299.0
50|20|0.01,3,27,299.0
50|20|0.01,3,28,299.0
50|20|0.01,3,29,299.0
50|20|0.01,3,30,299.0
50|20|0.01,3,31,299.0
50|20|0.01,3,32,299.0
50|20|0.01,3,33,299.0
50|20|0.01,3,34,299.0
50|20|0.01,3,35,299.0
50|20|0.01,3,36,299.0
50|20|0.01,3,37,299.0
50|20|0.01,3,38,299.0
50|20|0.01,3,39,299.0
50|20|0.01,3,40,299.0
50|20|0.01,3,41,299.0
50|20|0.01,3,42,299.0
50|20|0.01,3,43,299.0
50|20|0.01,3,44,299.0
50|20|0.01,3,45,299.0
50|20|0.01,3,46,299.0
50|20|0.01,3,47,299.0
50|20|0.01,3,48,299.0
50|20|0.01,3,49,299.0
50|20|0.01,4,0,291.0
50|20|0.01,4,1,291.0
50|20|0.01,4,2,291.0
50|20|0.01,4,3,291.0
50|20|0.01,4,4,291.0
50|20|0.01,4,5,291.0
50|20|0.01,4,6,291.0
50|20|0.01,4,7,291.0
50|20|0.01,4,8,291.0
50|20|0.01,4,9,291.0
50|20|0.01,4,10,291.0
50|20|0.01,4,11,291.0
50|20|0.01,4,12,291.0
50|20|0.01,4,13,291.0
50|20|0.01,4,14,291.0
50|20|0.01,4,15,291.0
50|20|0.01,4,16,291.0
50|20|0.01,4,17,291.0
50|20|0.01,4,18,291.0
50|20|0.01,4,19,291.0
50|20|0.01,4,20,291.0
50|20|0.01,4,21,291.0
50|20|0.01,4,22,291.0
50|20|0.01,4,23,291.0
50|20|0.01,4,24,291.0
50|20|0.01,4,25,291.0
50|20|0.01,4,26,291.0
50|20|0.01,4,27,291.0
50|20|0.01,4,28,291.0
50|20|0.01,4,29,291.0
50|20|0.01,4,30,291.0
50|20|0.01,4,31,291.0
50|20|0.01,4,32,291.0
50|20|0.01,4,33,291.0
50|20|0.01,4,34,291.0
50|20|0.01,4,35,291.0
50|20|0.01,4,36,291.0
50|20|0.01,4,37,291.0
50|20|0.01,4,38,291.0
50|20|0.01,4,39,291.0
50|20|0.01,4,40,291.0
50|20|0.01,4,41,291.0
50|20|0.01,4,42,291.0
50|20|0.01,4,43,291.0
50|20|0.01,4,44,291.0
50|20|0.01,4,45,291.0
50|20|0.01,4,46,291.0
50|20|0.01,4,47,291.0
50|20|0.01,4,48,291.0
50|20|0.01,4,49,291.0
50|20|0.01,5,0,291.0
50|20|0.01,5,1,291.0
50|20|0.01,5,2,291.0
50|20|0.01,5,3,291.0
50|20|0.01,5,4,291.0
50|20|0.01,5,5,291.0
50|20|0.01,5,6,291.0
50|20|0.01,5,7,291.0
50|20|0.01,5,8,291.0
50|20|0.01,5,9,291.0
50|20|0.01,5,10,291.0
50|20|0.01,5,11,291.0
50|20|0.01,5,12,291.0
50|20|0.01,5,13,291.0
50|20|0.01,5,14,291.0
